ctl_loading,date_of,quotes_number,date_of_numeric
2665755041,2023-08-12,2.6252403808786653,1691798400000000000
2665755041,2023-08-12,2.6252403808786653,1691798400000000000
2698050451,2023-07-05,1.9470751367142611,1688515200000000000
2725310501,2022-08-05,5.187013218017114,1659657600000000000
2759006467,2021-03-11,-3.4134897951042262,1615420800000000000
2768805921,2019-07-24,2.837051915220968,1563926400000000000
2790265892,2023-02-07,2.9069842710861735,1675728000000000000
2827709077,2021-03-16,17.318958089107923,1615852800000000000
2828912108,2021-11-30,-0.21116879625498086,1638230400000000000
2929288411,2019-10-05,-30.93206893454044,1570233600000000000
2929288411,2019-10-05,-30.93206893454044,1570233600000000000
2975055537,2022-11-05,-30.13528271648329,1667606400000000000
3196698946,2021-07-27,4.251270846354657,1627344000000000000
3310141760,2019-10-20,-34.689742624749556,1571529600000000000
3372015028,2021-10-14,-8.30005860285462,1634169600000000000
3464698338,2023-05-22,1.3972320334721644,1684713600000000000
3548525456,2020-09-19,-32.262991618004094,1600473600000000000
3634316966,2021-01-26,-8.775540613200917,1611619200000000000
3720035092,2020-11-16,1.4924987739613016,1605484800000000000
3747202762,2021-07-11,-15.08180759340371,1625961600000000000
3781928777,2020-06-13,-22.614952790779967,1592006400000000000
3801139140,2020-07-09,-3.5238097378100406,1594252800000000000
3822036108,2023-12-02,-17.441011295958106,1701475200000000000
3822036108,2023-12-02,260.5589887040419,1701475200000000000
4029409517,2023-02-27,31.148889894556532,1677456000000000000
4064927182,2023-02-08,-22.32128954962741,1675814400000000000
4076453651,2023-03-08,2.408387680448925,1678233600000000000
4102398992,2022-05-22,25.768767871599835,1653177600000000000
4245636128,2019-09-24,-34.05236068612561,1569283200000000000
4301395488,2019-07-31,-32.03979831121882,1564531200000000000
4483353996,2022-10-30,5.396766826292662,1667088000000000000
4495676160,2023-08-07,22.754711041191854,1691366400000000000
4517238270,2021-12-19,-27.567403010953626,1639872000000000000
4525779854,2021-08-11,-6.3721239332817845,1628640000000000000
4667224702,2021-06-08,-26.24784865072985,1623110400000000000
4691095106,2022-01-03,-0.09622961611603387,1641168000000000000
4725958625,2019-12-10,-5.396277636381285,1575936000000000000
4826981779,2023-06-03,25.363744638410765,1685750400000000000
4826981779,2023-06-03,25.363744638410765,1685750400000000000
4878631150,2020-02-07,-33.85773495907853,1581033600000000000
4910626644,2020-05-07,7.460761933964193,1588809600000000000
4931903404,2020-04-08,-3.11139979359109,1586304000000000000
5019401956,2021-11-09,26.507473870066462,1636416000000000000
5019401956,2021-11-09,26.507473870066462,1636416000000000000
5022922321,2020-03-04,6.1465295955237025,1583280000000000000
5076719744,2020-12-12,-28.101291391248935,1607731200000000000
5096808814,2022-07-22,21.3681087819474,1658448000000000000
5228117245,2020-02-16,-5.99322313041921,1581811200000000000
5228117245,2020-02-16,-5.99322313041921,1581811200000000000
5288979559,2019-10-08,-14.972367152551215,1570492800000000000
5288979559,2019-10-08,-14.972367152551215,1570492800000000000
5392565920,2020-01-16,14.35610283882437,1579132800000000000
5414173583,2020-01-26,-4.332277046687636,1579996800000000000
5637547729,2022-11-01,4.9927613780526485,1667260800000000000
5646912654,2023-03-22,18.050621277752782,1679443200000000000
5655544271,2021-02-17,-1.3977514074231863,1613520000000000000
5807811384,2023-03-23,-4.730667648003987,1679529600000000000
5896632642,2022-08-16,-1.3166441032140028,1660608000000000000
5912673161,2021-09-22,-7.18035815826903,1632268800000000000
6038571654,2024-03-14,37.14255248564541,1710374400000000000
6084963276,2021-03-23,32.337373353149246,1616457600000000000
6145624609,2021-10-30,32.17800649418871,1635552000000000000
6145624609,2021-10-30,32.17800649418871,1635552000000000000
6213374893,2022-02-08,3.463245571613129,1644278400000000000
6255080006,2020-05-25,-4.085508851835868,1590364800000000000
6306483246,2023-12-28,1.602922393221263,1703721600000000000
6367192957,2022-11-14,1.4054641994553094,1668384000000000000
6390531672,2021-05-07,-3.9486119270171116,1620345600000000000
6423124613,2021-10-04,-0.1659098421912404,1633305600000000000
6455011359,2021-02-04,-29.128169816751665,1612396800000000000
6656292950,2023-01-21,31.186117660846776,1674259200000000000
6663584255,2019-10-30,-2.751658360325962,1572393600000000000
6668336883,2021-08-10,-23.511331504357543,1628553600000000000
6741441371,2022-12-15,16.3359205181157,1671062400000000000
6744305963,2022-02-27,-3.4629116251608707,1645920000000000000
6939423811,2023-11-16,32.29066723246882,1700092800000000000
6961595369,2023-07-17,-27.663670493709162,1689552000000000000
6970524926,2023-05-31,33.646416461055935,1685491200000000000
6997311863,2021-08-30,22.291319008370067,1630281600000000000
6998418717,2022-06-07,-29.16395923792936,1654560000000000000
7018559609,2019-09-22,-11.062865801900955,1569110400000000000
7037441914,2022-05-09,10.888855995833069,1652054400000000000
7073455174,2020-07-14,-7.666675836925549,1594684800000000000
7338808753,2019-06-05,-6.881916872379918,1559692800000000000
7357942728,2023-04-07,29.78210530020141,1680825600000000000
7363235783,2023-04-20,26.25068479630727,1681948800000000000
7481631137,2020-07-11,6.4783641957125155,1594425600000000000
7508497683,2020-11-29,-31.184502510262405,1606608000000000000
7508858055,2020-03-11,10.817879037163095,1583884800000000000
7567211445,2021-10-24,-9.821682591018487,1635033600000000000
7674206902,2019-09-21,-30.501488286279596,1569024000000000000
7689065155,2019-05-25,-3.3001802955422477,1558742400000000000
7735360798,2021-07-01,-27.977699387925952,1625097600000000000
7998013153,2022-03-30,-28.243190633140614,1648598400000000000
8002177563,2021-05-11,-10.439197516106105,1620691200000000000
8055865722,2022-01-24,-0.7470795706758508,1642982400000000000
8085835642,2024-02-11,4.7537173355073605,1707609600000000000
8090281713,2020-04-16,-9.624978476274123,1586995200000000000
8145172882,2021-03-04,5.907768594067306,1614816000000000000
8179271830,2023-06-20,-34.23784017913181,1687219200000000000
8181434889,2021-04-11,10.14847262204728,1618099200000000000
8234565678,2021-02-07,-10.126317614763025,1612656000000000000
8234565678,2021-02-07,-10.126317614763025,1612656000000000000
8266714900,2020-10-15,-3.941889091071573,1602720000000000000
8278827344,2021-05-08,4.8541253381487195,1620432000000000000
8290471811,2020-08-10,-5.729924505807958,1597017600000000000
8427337349,2020-05-30,-15.972236732076908,1590796800000000000
8473483067,2019-05-22,-3.5276095016827753,1558483200000000000
8483126454,2020-06-05,-18.111582153047493,1591315200000000000
8504986155,2020-02-21,-11.623037560560533,1582243200000000000
8513421871,2023-01-26,-24.60833594534938,1674691200000000000
8579958410,2022-04-02,-32.14763152611522,1648857600000000000
8629594557,2022-01-17,2.38096952340959,1642377600000000000
8724913787,2023-05-09,-10.852242769002032,1683590400000000000
8754099764,2022-04-24,2.8380552175516414,1650758400000000000
8788684479,2019-08-19,2.9921830106029574,1566172800000000000
8793929686,2020-04-21,25.819254663583592,1587427200000000000
8968722351,2020-08-29,-23.524231129457803,1598659200000000000
9047866967,2023-04-11,-25.64040934618015,1681171200000000000
9142182266,2022-08-24,7.425705549127713,1661299200000000000
9142182266,2022-08-24,7.425705549127713,1661299200000000000
9189084787,2019-07-19,14.104633931446926,1563494400000000000
9257557853,2020-04-14,31.06809000791577,1586822400000000000
9362591028,2023-10-26,16.247252483935483,1698278400000000000
9417402781,2021-12-08,8.042599755456536,1638921600000000000
9459160312,2022-05-23,11.18701396407522,1653264000000000000
9520390818,2021-11-18,35.07733758604252,1637193600000000000
9550379113,2022-11-20,19.51683672379636,1668902400000000000
9588686123,2020-01-05,-3.875062985390457,1578182400000000000
9613962140,2019-11-22,-21.388069197506923,1574380800000000000
9673710281,2021-03-10,6.091897055949971,1615334400000000000
9701872832,2022-07-18,5.1080941455645075,1658102400000000000
9719949642,2023-05-26,-13.559844004407182,1685059200000000000
9733013480,2023-03-01,-2.6524747567741542,1677628800000000000
9854753422,2023-09-28,25.440810439264567,1695859200000000000
9857425086,2022-01-11,-20.87148424704833,1641859200000000000
9907508612,2019-05-12,14.87289693544733,1557619200000000000
9933893534,2020-12-27,-13.239096705973338,1609027200000000000
9956407056,2023-03-09,8.735304450918193,1678320000000000000
9958412717,2023-04-29,-15.455252192035744,1682726400000000000
9981725411,2019-04-14,-2.5571583166138225,1555200000000000000
10054188584,2022-06-16,-5.407675185856704,1655337600000000000
10067682650,2021-09-24,5.0625346424575355,1632441600000000000
10113385760,2023-10-02,13.780303183297292,1696204800000000000
10133744982,2021-01-14,23.311719447547603,1610582400000000000
10186207215,2022-04-17,2.8118025113404883,1650153600000000000
10340449292,2020-07-19,-13.181169870217502,1595116800000000000
10400836271,2019-07-22,27.306941323255842,1563753600000000000
10475107991,2019-07-16,4.394385638065785,1563235200000000000
10481604240,2021-04-17,-3.9527676879060323,1618617600000000000
10511266934,2022-08-14,-0.8787198394450115,1660435200000000000
10511266934,2022-08-14,325.121280160555,1660435200000000000
10556924708,2019-09-03,26.15865927362421,1567468800000000000
10559740943,2021-08-25,-12.248846347993606,1629849600000000000
10570249198,2019-10-07,27.028170813092288,1570406400000000000
10731222542,2021-06-13,18.73986960103889,1623542400000000000
10800499468,2019-12-30,22.10907358419746,1577664000000000000
10894315517,2023-07-28,-0.09681843660098366,1690502400000000000
10906680854,2022-09-05,-11.305241203751791,1662336000000000000
10958735651,2019-12-14,0.6777770834465855,1576281600000000000
10981954438,2021-05-17,0.7252434563657175,1621209600000000000
10982526096,2023-06-26,7.374603204732296,1687737600000000000
11057945714,2020-07-28,-3.7540041032247586,1595894400000000000
11145137480,2019-10-14,-3.328858805311711,1571011200000000000
11171055887,2021-09-10,9.963978675497287,1631232000000000000
11184189879,2020-02-25,-7.007512052525158,1582588800000000000
11311657037,2019-08-29,-2.751545054973178,1567036800000000000
11358862068,2022-06-03,1.4259730757834177,1654214400000000000
11388580795,2023-12-24,4.111999486555874,1703376000000000000
11444978859,2021-01-28,14.291927579086348,1611792000000000000
11480180814,2020-01-04,-1.420191621609149,1578096000000000000
11487775560,2020-02-06,-3.349526890535742,1580947200000000000
11589452847,2023-12-30,6.245216373347546,1703894400000000000
11589452847,2023-12-30,6.245216373347546,1703894400000000000
11657072684,2022-10-14,-23.327210199820115,1665705600000000000
11693398666,2021-07-06,8.64089299314196,1625529600000000000
11759601618,2022-06-14,8.620585857978597,1655164800000000000
11834784535,2020-06-12,19.973702199109425,1591920000000000000
11909869462,2020-08-01,-35.339104339837434,1596240000000000000
11961683655,2022-12-02,23.31075789658712,1669939200000000000
11963977990,2020-11-18,23.20399471509512,1605657600000000000
11965470752,2021-07-03,-0.21372889340585743,1625270400000000000
11973813645,2021-01-01,9.155951596446243,1609459200000000000
11975477481,2024-03-06,-14.01960114356342,1709683200000000000
12088562097,2021-10-16,-0.7903732944531612,1634342400000000000
12116999789,2019-08-05,-36.931907797463055,1564963200000000000
12200619746,2019-08-02,-4.654616102183184,1564704000000000000
12200619746,2019-08-02,-4.654616102183184,1564704000000000000
12227029416,2021-05-03,-25.018976544865154,1620000000000000000
12274444013,2022-12-13,29.309891538200645,1670889600000000000
12274444013,2022-12-13,29.309891538200645,1670889600000000000
12377336331,2023-04-15,-6.61736679327214,1681516800000000000
12377336331,2023-04-15,-6.61736679327214,1681516800000000000
12398424559,2019-08-06,32.32653838792123,1565049600000000000
12463983636,2021-07-04,-0.18529825178347892,1625356800000000000
12526750374,2022-05-08,10.643597572244175,1651968000000000000
12526750374,2022-05-08,10.643597572244175,1651968000000000000
12589296333,2023-02-01,2.979970348037398,1675209600000000000
12640004640,2022-01-20,2.5167661542143946,1642636800000000000
12666885246,2023-11-10,-14.113609938936122,1699574400000000000
12706353601,2019-12-25,-2.5338162933811645,1577232000000000000
12743896716,2019-09-29,-7.417596589315167,1569715200000000000
12743896716,2019-09-29,-7.417596589315167,1569715200000000000
12758723128,2022-03-08,7.3530367177415314,1646697600000000000
12797605712,2023-11-09,-22.913437646776572,1699488000000000000
12814697158,2021-05-20,11.219704657843295,1621468800000000000
12825733268,2020-10-09,-4.399739623944811,1602201600000000000
12908585583,2020-01-15,-17.471386277746603,1579046400000000000
12925500652,2019-05-23,-19.236086873833813,1558569600000000000
12986872180,2023-09-19,1.5512513170029365,1695081600000000000
13164070763,2022-02-11,2.3460260487747178,1644537600000000000
13171620561,2020-12-21,22.223494476367193,1608508800000000000
13322173625,2022-08-13,-9.593122051276396,1660348800000000000
13393377212,2021-12-13,1.5750754878293378,1639353600000000000
13423692623,2021-07-16,0.6582935975515056,1626393600000000000
13448035338,2019-05-20,-24.77426666461787,1558310400000000000
13489572709,2023-08-16,2.567486240148355,1692144000000000000
13492606708,2019-06-01,25.133475807907473,1559347200000000000
13513090713,2021-12-25,-14.276154914211986,1640390400000000000
13525352224,2019-09-27,0.33908889926595975,1569542400000000000
13578445732,2023-07-06,2.061248448872334,1688601600000000000
13632085742,2020-07-13,16.89491322223904,1594598400000000000
13729839105,2019-05-28,5.706892736078828,1559001600000000000
13772278447,2022-11-16,22.86945877187054,1668556800000000000
13852863804,2022-03-19,9.828307305119552,1647648000000000000
14104984378,2022-08-30,31.232884435129847,1661817600000000000
14115354787,2019-06-24,-2.25717340773042,1561334400000000000
14120632165,2021-06-01,-2.527686006792976,1622505600000000000
14157631364,2021-12-11,0.8442569078674182,1639180800000000000
14160414148,2020-03-20,0.30052021145490926,1584662400000000000
14191745188,2021-05-30,-14.317856923887234,1622332800000000000
14292250854,2022-07-28,-12.654243687557312,1658966400000000000
14318757399,2020-04-26,7.794657047661701,1587859200000000000
14471996577,2020-03-19,-2.221832889695463,1584576000000000000
14471996577,2020-03-19,-2.221832889695463,1584576000000000000
14515828389,2020-01-31,-1.6285459488283323,1580428800000000000
14611433119,2019-09-18,-1.281422059123713,1568764800000000000
14746612478,2020-06-20,15.908809578713829,1592611200000000000
14771425981,2021-01-05,27.171358560469116,1609804800000000000
14824882192,2020-11-05,-2.007726367171699,1604534400000000000
14826656436,2020-12-16,2.33207935634465,1608076800000000000
14863656244,2019-04-20,-2.6301600520418447,1555718400000000000
14968995852,2023-05-13,5.284274447825908,1683936000000000000
15024357095,2022-06-06,19.0591794632565,1654473600000000000
15080592540,2020-09-10,-21.309779051696182,1599696000000000000
15156946844,2020-06-22,-23.639537952711294,1592784000000000000
15199931794,2020-05-27,-2.164345577036215,1590537600000000000
15251263618,2019-11-17,-1.3058942936883113,1573948800000000000
15298841845,2023-01-03,19.421233891321776,1672704000000000000
15505331318,2023-12-11,6.059160737726529,1702252800000000000
15517392684,2021-11-01,0.8126953874871674,1635724800000000000
15542304963,2023-10-16,16.618278874358452,1697414400000000000
15562226641,2019-08-01,-8.277274349426193,1564617600000000000
15729975299,2019-06-19,-19.771188479998784,1560902400000000000
15845109419,2019-07-18,-28.49850325664022,1563408000000000000
15961776775,2022-06-22,22.424180200972614,1655856000000000000
15988395223,2019-10-24,-9.205004658721634,1571875200000000000
15988395223,2019-10-24,-9.205004658721634,1571875200000000000
16026305498,2022-07-09,2.9253753196743446,1657324800000000000
16030246057,2022-06-23,12.53005686038341,1655942400000000000
16108248860,2021-10-01,9.886579219498117,1633046400000000000
16108248860,2021-10-01,9.886579219498117,1633046400000000000
16140187307,2020-06-08,30.27831574101009,1591574400000000000
16149607875,2023-08-21,-16.858563739531178,1692576000000000000
16149607875,2023-08-21,-16.858563739531178,1692576000000000000
16158535774,2021-02-15,-2.2190337742018755,1613347200000000000
16228272440,2022-05-10,-33.950904587043965,1652140800000000000
16228557522,2022-01-12,20.575503444802507,1641945600000000000
16257087443,2022-09-02,-4.377312411150228,1662076800000000000
16323939201,2022-07-06,-24.723325431995136,1657065600000000000
16348978184,2021-02-13,-2.7215275883860954,1613174400000000000
16364542385,2021-02-27,-24.299364158976516,1614384000000000000
16416305990,2020-01-03,364.9051958266362,1578009600000000000
16416305990,2020-01-03,-2.094804173363798,1578009600000000000
16428024790,2020-09-29,27.738908694466886,1601337600000000000
16437352503,2020-02-04,-0.8000255129972516,1580774400000000000
16540285830,2020-06-10,30.376458214495642,1591747200000000000
16543246396,2019-10-18,2.2452662800034204,1571356800000000000
16570671380,2019-07-28,-0.6329077401653649,1564272000000000000
16629624097,2023-01-10,15.088309577047312,1673308800000000000
16638819901,2023-04-25,-3.398034404250609,1682380800000000000
16672331375,2021-03-28,-21.302725310554706,1616889600000000000
16721365754,2023-04-26,8.614773436625399,1682467200000000000
16721365754,2023-04-26,8.614773436625399,1682467200000000000
16735348419,2020-04-02,-3.0997575123518573,1585785600000000000
16741575006,2023-11-05,-8.480631681044713,1699142400000000000
16781540802,2022-05-17,1.6144722943317902,1652745600000000000
16789750123,2022-09-01,-18.518533969458815,1661990400000000000
16839769639,2023-02-02,13.216748809899059,1675296000000000000
16848430563,2019-04-16,-2.0866289203831343,1555372800000000000
16848430563,2019-04-16,-2.0866289203831343,1555372800000000000
16860704100,2024-01-25,4.895476261016597,1706140800000000000
16903443864,2020-02-19,-2.8490558634250647,1582070400000000000
16907836863,2020-02-05,-0.694998658038287,1580860800000000000
16972587386,2022-10-04,30.50852262630349,1664841600000000000
16973236876,2019-08-23,-1.4829975917101024,1566518400000000000
17004797699,2021-09-03,-0.6831397811092188,1630627200000000000
17234337951,2020-06-19,-3.5487962049644466,1592524800000000000
17237525970,2021-01-07,-3.6495592754319546,1609977600000000000
17398326730,2023-04-14,5.683219750166131,1681430400000000000
17418118820,2020-10-07,29.268629971975884,1602028800000000000
17488379601,2021-12-29,1.4787896990651461,1640736000000000000
17514745957,2023-05-28,6.586996799397582,1685232000000000000
17514745957,2023-05-28,6.586996799397582,1685232000000000000
17538276539,2023-01-19,3.4548395713673017,1674086400000000000
17564021846,2021-07-29,11.737118321880587,1627516800000000000
17566141198,2023-07-21,31.26004277971515,1689897600000000000
17587253729,2024-01-29,3.2935422389684277,1706486400000000000
17616852005,2022-04-27,-11.677401332996226,1651017600000000000
17663010026,2021-07-19,11.089152394758969,1626652800000000000
17675499986,2020-02-09,-34.61790984199354,1581206400000000000
17796546698,2020-10-06,10.71504122411892,1601942400000000000
17847304386,2022-07-29,11.569067944046253,1659052800000000000
17976867250,2022-01-27,-0.5670908471584539,1643241600000000000
17997960303,2023-04-08,72.04045136321656,1680912000000000000
17997960303,2023-04-08,-32.95954863678344,1680912000000000000
18058323361,2020-07-17,-2.127228397472777,1594944000000000000
18109325411,2020-09-17,-20.3880510533574,1600300800000000000
18157574563,2020-11-04,-21.781607125973323,1604448000000000000
18165190837,2020-02-01,11.945742358481652,1580515200000000000
18198874259,2020-10-27,2.056686770516194,1603756800000000000
18240891031,2020-12-04,-20.390540131067326,1607040000000000000
18258090269,2020-03-18,12.151080911444126,1584489600000000000
18261255445,2023-07-20,-26.541332762533216,1689811200000000000
18262644651,2023-06-22,32.33706320671996,1687392000000000000
18333287722,2020-06-09,23.82990754781582,1591660800000000000
18333287722,2020-06-09,23.82990754781582,1591660800000000000
18370419179,2022-03-18,276.38439110740813,1647561600000000000
18370419179,2022-03-18,2.3843911074081348,1647561600000000000
18440195553,2021-12-20,2.056975269645534,1639958400000000000
18448445110,2023-09-13,4.952432184363886,1694563200000000000
18553275742,2020-02-23,-6.719724340812149,1582416000000000000
18639016299,2023-05-12,-27.029283215087162,1683849600000000000
18660338451,2021-02-19,0.33918426479334585,1613692800000000000
18775440925,2023-01-24,16.772452820216472,1674518400000000000
18989134958,2020-11-22,-25.275319646200444,1606003200000000000
19049158202,2022-12-21,2.5967909019992135,1671580800000000000
19065952649,2022-04-18,2.536238319681786,1650240000000000000
19066547599,2024-01-20,-29.451956543436268,1705708800000000000
19133790098,2023-03-04,-24.351045514942086,1677888000000000000
19135637941,2023-08-24,13.827621106880486,1692835200000000000
19247949268,2022-05-13,3.8817110793240204,1652400000000000000
19307535661,2019-10-23,10.55739296014093,1571788800000000000
19481798250,2023-12-08,-7.796977683425439,1701993600000000000
19511847783,2022-03-11,-27.715320207755667,1646956800000000000
19518556012,2021-10-07,12.82959304016174,1633564800000000000
19527801921,2022-01-06,1.4550149564080357,1641427200000000000
19531299051,2023-05-25,-11.603692976241689,1684972800000000000
19683322607,2022-04-12,3.0694028421523285,1649721600000000000
19729155915,2019-11-07,0.46984459452471583,1573084800000000000
19747775796,2020-04-24,8.462254491513363,1587686400000000000
19875052095,2023-03-20,-31.933656343456903,1679270400000000000
19986693329,2021-07-28,22.14059437745715,1627430400000000000
20093852487,2020-12-23,-24.184552644751363,1608681600000000000
20115437693,2022-01-25,3.049475761304052,1643068800000000000
20140293960,2021-08-13,-0.8833631749728283,1628812800000000000
20230648475,2019-09-07,-0.6763108485476437,1567814400000000000
20355442776,2020-02-18,-6.106496776912934,1581984000000000000
20355442776,2020-02-18,121.89350322308707,1581984000000000000
20420227183,2022-01-30,12.723367255643325,1643500800000000000
20433002515,2022-04-23,2.011068276453557,1650672000000000000
20435220699,2020-01-02,-32.62066471504312,1577923200000000000
20578577230,2020-12-18,2.507890019609931,1608249600000000000
20636696704,2020-12-08,-21.579525557142233,1607385600000000000
20718367592,2020-08-28,-22.013620706386916,1598572800000000000
20718367592,2020-08-28,-22.013620706386916,1598572800000000000
20787529727,2023-11-12,25.33573781553889,1699747200000000000
20789946319,2022-03-28,-17.017295907917287,1648425600000000000
20789946319,2022-03-28,-17.017295907917287,1648425600000000000
20809362568,2022-09-18,0.612530794782117,1663459200000000000
20810789474,2021-05-31,-7.045444106440641,1622419200000000000
20826871166,2022-04-06,19.467869912302888,1649203200000000000
20837194672,2022-03-02,2.5105973569507114,1646179200000000000
20872863148,2020-08-02,-3.8787007729927154,1596326400000000000
20920434465,2021-06-14,2.7194284726311366,1623628800000000000
20926703850,2020-06-28,13.95065652805431,1593302400000000000
21008558016,2022-03-15,28.990504519761146,1647302400000000000
21038677089,2020-08-30,33.079930716735475,1598745600000000000
21058475279,2022-06-19,4.698849769865717,1655596800000000000
21060872101,2023-01-12,9.767138200576653,1673481600000000000
21084064810,2022-07-27,-18.980579372463524,1658880000000000000
21152093160,2023-12-19,363.84651871358614,1702944000000000000
21152093160,2023-12-19,-15.153481286413864,1702944000000000000
21160239005,2020-09-09,-30.315395871908663,1599609600000000000
21167686647,2019-10-10,-0.9037519368661151,1570665600000000000
21167686647,2019-10-10,-0.9037519368661151,1570665600000000000
21240283626,2019-06-22,-16.506128122551218,1561161600000000000
21258820102,2020-12-10,-29.853653251480637,1607558400000000000
21351441926,2020-08-16,13.528035320983008,1597536000000000000
21507309654,2020-12-20,27.236129207942952,1608422400000000000
21553601911,2023-06-01,19.627493603820994,1685577600000000000
21628224688,2021-01-08,-20.774600926855783,1610064000000000000
21628224688,2021-01-08,-20.774600926855783,1610064000000000000
21646497150,2020-04-17,-3.656574753775601,1587081600000000000
21741644883,2019-04-18,-10.759376198117707,1555545600000000000
22126986953,2022-08-21,2.776205094403167,1661040000000000000
22164860631,2023-12-25,3.3463920195435435,1703462400000000000
22188135428,2021-06-07,131.9934994406783,1623024000000000000
22188135428,2021-06-07,-1.0065005593216938,1623024000000000000
22193243149,2021-10-18,-11.947096591959166,1634515200000000000
22218167304,2023-10-24,409.6393008637565,1698105600000000000
22218167304,2023-10-24,2.639300863756489,1698105600000000000
22286179724,2019-05-07,-2.2740536094501635,1557187200000000000
22386220378,2023-02-17,-0.30179843925276373,1676592000000000000
22499653168,2022-11-13,25.555018901951996,1668297600000000000
22514684742,2021-11-24,-1.923304761346401,1637712000000000000
22528155284,2023-09-26,34.554154173601546,1695686400000000000
22569588384,2023-04-28,12.57487031160565,1682640000000000000
22683794747,2020-10-08,-22.249466212113248,1602115200000000000
22693370493,2020-05-03,-31.526260342382443,1588464000000000000
22697550595,2022-01-18,8.014575169445266,1642464000000000000
22853719011,2023-03-26,4.349967152667716,1679788800000000000
22889401243,2021-10-10,-1.2268942460086123,1633824000000000000
22889401243,2021-10-10,-1.2268942460086123,1633824000000000000
22893923468,2020-07-06,16.283801275291182,1593993600000000000
22968280196,2019-12-07,-4.759829911337931,1575676800000000000
22968357254,2022-03-27,-2.6747220975304344,1648339200000000000
22996865440,2024-01-12,26.93899796204505,1705017600000000000
23008649905,2020-12-14,-2.4073221168168857,1607904000000000000
23056528349,2019-12-26,-2.483789308657151,1577318400000000000
23067051840,2022-10-16,6.814942914623316,1665878400000000000
23070265181,2022-08-22,8.34445544169472,1661126400000000000
23216137517,2019-12-19,-25.7553037384302,1576713600000000000
23216137517,2019-12-19,-25.7553037384302,1576713600000000000
23309571337,2023-04-05,-9.957198744555626,1680652800000000000
